c98598f840754a6d835bf2d04ae9793bcec30bef,DELETE,regular-file,assets/android-chrome-192x192.png,9254,
01a8dd58efdfa5eef2209cf7cc62879a1ba429d5,DELETE,regular-file,assets/android-chrome-512x512.png,31092,
3d79a893d5e9414a39b8b9bd3a56356b11797f0c,DELETE,regular-file,assets/apple-touch-icon.png,6584,
f40c5ae9806dc91c6aa9b4a40ac1ad7dfe2718c0,DELETE,regular-file,assets/favicon-16x16.png,685,
fa3a47002e4108bfba90f83a3d57f33971a9aecd,DELETE,regular-file,assets/favicon-32x32.png,1243,
f18b37c353f9887dada700138ffa9fc69098ef89,DELETE,regular-file,public/android-chrome-192x192.png,129,
76c278701d21bf13a84f64596caef6c29ebca630,DELETE,regular-file,public/android-chrome-512x512.png,130,
72070c42fd0ffc1d966521fa893c1109a44514d1,DELETE,regular-file,public/apple-touch-icon.png,129,
5677c4edc42387707b9b29a86a99ed29d7dc1903,DELETE,regular-file,public/apple-touch-icon_hu_9a2153c92a96fd97.png,128,
5677c4edc42387707b9b29a86a99ed29d7dc1903,DELETE,regular-file,public/apple-touch-icon_huf1f12d9ae0b2224ef1dd73c0f3c09011_6584_0x35_resize_box_3.png,128,
a6e61ba8880a37d1376a407b859fb8cb6a99ab48,DELETE,regular-file,public/favicon-16x16.png,128,
be6b7ed54e33079ded795985b352bf73c2804b17,DELETE,regular-file,public/favicon-32x32.png,128,
89f8933c651907b951a4ff7c5666537174a56700,DELETE,regular-file,public/favicon.png,129,
3839dec9ab2025ab8e76a24f1ecef3e6c414c3ab,DELETE,regular-file,public/hugo_grotius.png,130,
71607750e4ae106736874fc837d580c6b4c5872d,DELETE,regular-file,public/img/1.png,132,
71607750e4ae106736874fc837d580c6b4c5872d,DELETE,regular-file,public/img/1book.png,132,
e3d3218c8fce356036ab71e8d8a4c68ed5f61036,DELETE,regular-file,public/img/2.png,132,
e3d3218c8fce356036ab71e8d8a4c68ed5f61036,DELETE,regular-file,public/img/2book.png,132,
04e69cde4acfcafd94704a69202b7be86d47cbb6,DELETE,regular-file,public/img/3.png,131,
5494b1ff076771254ccb72f4e4179ecf58097b20,DELETE,regular-file,public/img/4.png,131,
687458cb8ad98a05ac67dd40ab855c53d9c0b470,DELETE,regular-file,public/img/android-chrome-192x192.png,129,
542131785bed35e45397927c00fa99e040bf8e99,DELETE,regular-file,public/img/android-chrome-512x512.png,130,
43a71dfb5939bdef164f77447462e149560bcc8e,DELETE,regular-file,public/img/apple-touch-icon.png,129,
065cdb7428c7a0123e005b939f3cf291f0d8c3e2,DELETE,regular-file,public/img/avatar.png,129,
a5fcbd5ed6c7733603d71df4a3d1be438f959810,DELETE,regular-file,public/img/favicon-16x16.png,128,
08cc120fcadce4251c6365e638a8515ee70f19f1,DELETE,regular-file,public/img/favicon-32x32.png,129,
